Country.Other|TotalCases|NewCases|TotalDeaths|NewDeaths|TotalRecovered|ActiveCases|Serious.Critical|Tot.Cases.1M.pop|Tot.Deaths.1M.pop|Sys Date|Last updated
18|Canada|1470|142|20|1|14|1436|1|39||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
19|Denmark|1395|69|13|NA|1|1381|42|241||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
20|Australia|1353|281|7|NA|88|1258|2|53||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
21|Malaysia|1306|123|10|2|139|1157|26|40||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
22|Turkey|1236|289|30|9|NA|1206|NA|15||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
23|Czechia|1120|125|1|1|6|1113|19|105||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
24|Japan|1086|32|36|NA|235|815|57|9||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
25|Israel|1071|188|1|NA|37|1033|18|124||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
26|Ireland|906|121|4|1|5|897|29|183||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
27|Luxembourg|798|128|8|NA|6|784|3|1275||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
28|Ecuador|789|257|14|7|3|772|2|45||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
29|Pakistan|776|131|4|1|13|759|NA|4||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
30|Diamond Princess|712|NA|8|NA|567|137|15|NA||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
31|Poland|634|98|7|2|13|614|3|17||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
32|Chile|632|95|1|NA|8|623|7|33||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
33|Finland|626|103|1|NA|10|615|12|113||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
34|Greece|624|94|15|2|19|590|18|60||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
35|Thailand|599|188|1|NA|44|554|7|9||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
36|Iceland|568|95|1|NA|5|562|1|1665||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
37|Indonesia|514|64|48|10|29|437|NA|2||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
38|Saudi Arabia|511|119|NA|NA|17|494|NA|15||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
39|Qatar|494|13|NA|NA|33|461|6|171||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
40|Singapore|455|23|2|NA|144|309|14|78||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
41|Romania|433|66|3|3|64|366|14|23||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
42|Slovenia|414|31|2|1|NA|412|12|199||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
43|India|396|64|7|2|24|365|NA|0.3||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
44|Philippines|380|73|25|6|15|340|1|3||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
45|Russia|367|61|1|NA|16|350|NA|3||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
46|Peru|363|45|5|NA|1|357|5|11||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
47|Bahrain|334|24|2|1|149|183|3|196||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
48|Egypt|327|33|14|4|56|257|NA|3||2020-03-22 21:05:14|March 23, 2020, 01:03 GMT
